PW03 baro,,,,,,,,
Date,Time,DateTime,Level,Temperature,,,,
9/16/2008,12:05:45,2008-09-16 12:05:45,3.0113,31.32,,,,
9/16/2008,12:20:45,2008-09-16 12:20:45,3.00414,32.297,,,,
9/16/2008,12:35:45,2008-09-16 12:35:45,2.99634,33.242,,,,
9/16/2008,12:50:45,2008-09-16 12:50:45,2.99164,33.954,,,,
9/16/2008,13:05:45,2008-09-16 13:05:45,2.98224,34.376,,,,
9/16/2008,13:20:45,2008-09-16 13:20:45,2.97804,34.882,,,,
9/16/2008,13:35:45,2008-09-16 13:35:45,2.97309,35.771,,,,
9/16/2008,13:50:45,2008-09-16 13:50:45,2.96709,35.7,,,,
9/16/2008,14:05:45,2008-09-16 14:05:45,2.96378,35.242,,,,
9/16/2008,14:20:45,2008-09-16 14:20:45,2.95792,34.778,,,,
9/16/2008,14:35:45,2008-09-16 14:35:45,2.9508,34.058,,,,
9/16/2008,14:50:45,2008-09-16 14:50:45,2.94524,33.495,,,,
9/16/2008,15:05:45,2008-09-16 15:05:45,2.94217,33.128,,,,
9/16/2008,15:20:45,2008-09-16 15:20:45,2.93679,32.813,,,,
9/16/2008,15:35:45,2008-09-16 15:35:45,2.93248,32.589,,,,
9/16/2008,15:50:45,2008-09-16 15:50:45,2.93117,32.752,,,,
9/16/2008,16:05:45,2008-09-16 16:05:45,2.92265,33.326,,,,
9/16/2008,16:20:45,2008-09-16 16:20:45,2.91764,34.183,,,,
9/16/2008,16:35:45,2008-09-16 16:35:45,2.91109,35.263,,,,
9/16/2008,16:50:45,2008-09-16 16:50:45,2.90812,35.243,,,,
9/16/2008,17:05:45,2008-09-16 17:05:45,2.90587,34.534,,,,
9/16/2008,17:20:45,2008-09-16 17:20:45,2.90317,34.111,,,,
9/16/2008,17:35:45,2008-09-16 17:35:45,2.90272,33.808,,,,
9/16/2008,17:50:45,2008-09-16 17:50:45,2.89865,33.756,,,,
9/16/2008,18:05:45,2008-09-16 18:05:45,2.89957,33.713,,,,
9/16/2008,18:20:45,2008-09-16 18:20:45,2.90226,33.476,,,,
9/16/2008,18:35:45,2008-09-16 18:35:45,2.90676,32.951,,,,
9/16/2008,18:50:45,2008-09-16 18:50:45,2.90884,32.097,,,,
9/16/2008,19:05:45,2008-09-16 19:05:45,2.91097,30.772,,,,
9/16/2008,19:20:45,2008-09-16 19:20:45,2.916,29.245,,,,
9/16/2008,19:35:45,2008-09-16 19:35:45,2.91644,28.129,,,,
9/16/2008,19:50:45,2008-09-16 19:50:45,2.9147,26.702,,,,
9/16/2008,20:05:45,2008-09-16 20:05:45,2.91273,25.547,,,,
9/16/2008,20:20:45,2008-09-16 20:20:45,2.91625,24.777,,,,
9/16/2008,20:35:45,2008-09-16 20:35:45,2.91998,24.199,,,,
9/16/2008,20:50:45,2008-09-16 20:50:45,2.9256,23.76,,,,
9/16/2008,21:05:45,2008-09-16 21:05:45,2.93406,23.372,,,,
9/16/2008,21:20:45,2008-09-16 21:20:45,2.938,23.05,,,,
9/16/2008,21:35:45,2008-09-16 21:35:45,2.94316,22.735,,,,
9/16/2008,21:50:45,2008-09-16 21:50:45,2.94638,22.481,,,,
9/16/2008,22:05:45,2008-09-16 22:05:45,2.94895,22.299,,,,
9/16/2008,22:20:45,2008-09-16 22:20:45,2.94787,22.113,,,,
9/16/2008,22:35:45,2008-09-16 22:35:45,2.94979,22.017,,,,
9/16/2008,22:50:45,2008-09-16 22:50:45,2.95043,21.952,,,,
9/16/2008,23:05:45,2008-09-16 23:05:45,2.95322,21.897,,,,
9/16/2008,23:20:45,2008-09-16 23:20:45,2.94921,21.832,,,,
9/16/2008,23:35:45,2008-09-16 23:35:45,2.94937,21.675,,,,
9/16/2008,23:50:45,2008-09-16 23:50:45,2.95507,21.477,,,,
9/17/2008,0:05:45,2008-09-17 00:05:45,2.95801,21.151,,,,
9/17/2008,0:20:45,2008-09-17 00:20:45,2.95759,20.811,,,,
9/17/2008,0:35:45,2008-09-17 00:35:45,2.95595,20.358,,,,
9/17/2008,0:50:45,2008-09-17 00:50:45,2.95312,19.782,,,,
9/17/2008,1:05:45,2008-09-17 01:05:45,2.95152,19.297,,,,
9/17/2008,1:20:45,2008-09-17 01:20:45,2.94903,18.875,,,,
9/17/2008,1:35:45,2008-09-17 01:35:45,2.94846,18.537,,,,
9/17/2008,1:50:45,2008-09-17 01:50:45,2.95249,18.229,,,,
9/17/2008,2:05:45,2008-09-17 02:05:45,2.95138,17.964,,,,
9/17/2008,2:20:45,2008-09-17 02:20:45,2.94854,17.672,,,,
9/17/2008,2:35:45,2008-09-17 02:35:45,2.94303,17.427,,,,
9/17/2008,2:50:45,2008-09-17 02:50:45,2.93962,17.17,,,,
9/17/2008,3:05:45,2008-09-17 03:05:45,2.93677,16.927,,,,
9/17/2008,3:20:45,2008-09-17 03:20:45,2.9352,16.846,,,,
9/17/2008,3:35:45,2008-09-17 03:35:45,2.93283,16.741,,,,
9/17/2008,3:50:45,2008-09-17 03:50:45,2.92399,16.53,,,,
9/17/2008,4:05:45,2008-09-17 04:05:45,2.91907,16.39,,,,
9/17/2008,4:20:45,2008-09-17 04:20:45,2.91315,16.337,,,,
9/17/2008,4:35:45,2008-09-17 04:35:45,2.90898,16.446,,,,
9/17/2008,4:50:45,2008-09-17 04:50:45,2.91368,16.558,,,,
9/17/2008,5:05:45,2008-09-17 05:05:45,2.91298,16.5,,,,
9/17/2008,5:20:45,2008-09-17 05:20:45,2.91357,16.368,,,,
9/17/2008,5:35:45,2008-09-17 05:35:45,2.91083,16.37,,,,
9/17/2008,5:50:45,2008-09-17 05:50:45,2.91189,16.463,,,,
9/17/2008,6:05:45,2008-09-17 06:05:45,2.91386,16.558,,,,
9/17/2008,6:20:45,2008-09-17 06:20:45,2.91317,16.539,,,,
9/17/2008,6:35:45,2008-09-17 06:35:45,2.91743,16.461,,,,
9/17/2008,6:50:45,2008-09-17 06:50:45,2.91852,16.303,,,,
9/17/2008,7:05:45,2008-09-17 07:05:45,2.92181,16.088,,,,
9/17/2008,7:20:45,2008-09-17 07:20:45,2.92531,15.809,,,,
9/17/2008,7:35:45,2008-09-17 07:35:45,2.92744,15.57,,,,
9/17/2008,7:50:45,2008-09-17 07:50:45,2.93654,15.531,,,,
9/17/2008,8:05:45,2008-09-17 08:05:45,2.93814,15.836,,,,
9/17/2008,8:20:45,2008-09-17 08:20:45,2.94339,16.573,,,,
9/17/2008,8:35:45,2008-09-17 08:35:45,2.94777,17.579,,,,
9/17/2008,8:50:45,2008-09-17 08:50:45,2.95185,18.498,,,,
9/17/2008,9:05:45,2008-09-17 09:05:45,2.955,19.652,,,,
9/17/2008,9:20:45,2008-09-17 09:20:45,2.9541,20.65,,,,
9/17/2008,9:35:45,2008-09-17 09:35:45,2.95417,21.884,,,,
9/17/2008,9:50:45,2008-09-17 09:50:45,2.96024,23.077,,,,
9/17/2008,10:05:45,2008-09-17 10:05:45,2.95762,24.327,,,,
9/17/2008,10:20:45,2008-09-17 10:20:45,2.95794,25.952,,,,
9/17/2008,10:35:45,2008-09-17 10:35:45,2.96033,27.163,,,,
9/17/2008,10:50:45,2008-09-17 10:50:45,2.96197,27.973,,,,
9/17/2008,11:05:45,2008-09-17 11:05:45,2.96396,28.627,,,,
9/17/2008,11:20:45,2008-09-17 11:20:45,2.9628,29.27,,,,
9/17/2008,11:35:45,2008-09-17 11:35:45,2.96132,29.921,,,,
9/17/2008,11:50:45,2008-09-17 11:50:45,2.95733,30.684,,,,
9/17/2008,12:05:45,2008-09-17 12:05:45,2.95361,31.331,,,,
9/17/2008,12:20:45,2008-09-17 12:20:45,2.94851,31.957,,,,
9/17/2008,12:35:45,2008-09-17 12:35:45,2.943,32.519,,,,
9/17/2008,12:50:45,2008-09-17 12:50:45,2.93596,33.179,,,,
9/17/2008,13:05:45,2008-09-17 13:05:45,2.93098,33.654,,,,
9/17/2008,13:20:45,2008-09-17 13:20:45,2.92966,33.962,,,,
9/17/2008,13:35:45,2008-09-17 13:35:45,2.91989,34.591,,,,
9/17/2008,13:50:45,2008-09-17 13:50:45,2.91551,35.135,,,,
9/17/2008,14:05:45,2008-09-17 14:05:45,2.9128,35.265,,,,
9/17/2008,14:20:45,2008-09-17 14:20:45,2.90631,35.633,,,,
9/17/2008,14:35:45,2008-09-17 14:35:45,2.90601,35.992,,,,
9/17/2008,14:50:45,2008-09-17 14:50:45,2.90493,36.399,,,,
9/17/2008,15:05:45,2008-09-17 15:05:45,2.90405,36.548,,,,
9/17/2008,15:20:45,2008-09-17 15:20:45,2.89735,36.17,,,,
9/17/2008,15:35:45,2008-09-17 15:35:45,2.89392,35.006,,,,
9/17/2008,15:50:45,2008-09-17 15:50:45,2.89411,33.768,,,,
9/17/2008,16:05:45,2008-09-17 16:05:45,2.89027,33.211,,,,
9/17/2008,16:20:45,2008-09-17 16:20:45,2.88478,33.463,,,,
9/17/2008,16:35:45,2008-09-17 16:35:45,2.88501,33.997,,,,
9/17/2008,16:50:45,2008-09-17 16:50:45,2.88721,33.954,,,,
9/17/2008,17:05:45,2008-09-17 17:05:45,2.88623,33.338,,,,
9/17/2008,17:20:45,2008-09-17 17:20:45,2.88707,32.616,,,,
9/17/2008,17:35:45,2008-09-17 17:35:45,2.89128,31.693,,,,
9/17/2008,17:50:45,2008-09-17 17:50:45,2.89513,30.451,,,,
9/17/2008,18:05:45,2008-09-17 18:05:45,2.89363,29.703,,,,
9/17/2008,18:20:45,2008-09-17 18:20:45,2.89643,28.775,,,,
9/17/2008,18:35:45,2008-09-17 18:35:45,2.89781,27.896,,,,
9/17/2008,18:50:45,2008-09-17 18:50:45,2.89911,27.147,,,,
9/17/2008,19:05:45,2008-09-17 19:05:45,2.89455,26.189,,,,
9/17/2008,19:20:45,2008-09-17 19:20:45,2.88932,25.161,,,,
9/17/2008,19:35:45,2008-09-17 19:35:45,2.88255,24.477,,,,
9/17/2008,19:50:45,2008-09-17 19:50:45,2.87957,23.748,,,,
9/17/2008,20:05:45,2008-09-17 20:05:45,2.87764,23.15,,,,
9/17/2008,20:20:45,2008-09-17 20:20:45,2.88239,22.752,,,,
9/17/2008,20:35:45,2008-09-17 20:35:45,2.88707,22.337,,,,
9/17/2008,20:50:45,2008-09-17 20:50:45,2.8926,21.891,,,,
9/17/2008,21:05:45,2008-09-17 21:05:45,2.89965,21.418,,,,
9/17/2008,21:20:45,2008-09-17 21:20:45,2.90057,21.048,,,,
9/17/2008,21:35:45,2008-09-17 21:35:45,2.89929,20.591,,,,
9/17/2008,21:50:45,2008-09-17 21:50:45,2.90553,20.181,,,,
9/17/2008,22:05:45,2008-09-17 22:05:45,2.90653,19.733,,,,
9/17/2008,22:20:45,2008-09-17 22:20:45,2.90706,19.39,,,,
9/17/2008,22:35:45,2008-09-17 22:35:45,2.90539,19.158,,,,
9/17/2008,22:50:45,2008-09-17 22:50:45,2.90258,18.977,,,,
9/17/2008,23:05:45,2008-09-17 23:05:45,2.90057,18.867,,,,
9/17/2008,23:20:45,2008-09-17 23:20:45,2.89825,18.753,,,,
9/17/2008,23:35:45,2008-09-17 23:35:45,2.89929,18.654,,,,
9/17/2008,23:50:45,2008-09-17 23:50:45,2.89775,18.471,,,,
9/18/2008,0:05:45,2008-09-18 00:05:45,2.8992,18.226,,,,
9/18/2008,0:20:45,2008-09-18 00:20:45,2.89946,17.961,,,,
9/18/2008,0:35:45,2008-09-18 00:35:45,2.90061,17.719,,,,
9/18/2008,0:50:45,2008-09-18 00:50:45,2.90159,17.464,,,,
9/18/2008,1:05:45,2008-09-18 01:05:45,2.90029,17.251,,,,
9/18/2008,1:20:45,2008-09-18 01:20:45,2.90212,17.087,,,,
9/18/2008,1:35:45,2008-09-18 01:35:45,2.90238,16.943,,,,
9/18/2008,1:50:45,2008-09-18 01:50:45,2.90383,16.794,,,,
9/18/2008,2:05:45,2008-09-18 02:05:45,2.9037,16.648,,,,
9/18/2008,2:20:45,2008-09-18 02:20:45,2.8989,16.577,,,,
9/18/2008,2:35:45,2008-09-18 02:35:45,2.89388,16.486,,,,
9/18/2008,2:50:45,2008-09-18 02:50:45,2.88936,16.307,,,,
9/18/2008,3:05:45,2008-09-18 03:05:45,2.88746,16.074,,,,
9/18/2008,3:20:45,2008-09-18 03:20:45,2.88454,15.861,,,,
9/18/2008,3:35:45,2008-09-18 03:35:45,2.88211,15.555,,,,
9/18/2008,3:50:45,2008-09-18 03:50:45,2.88176,15.337,,,,
9/18/2008,4:05:45,2008-09-18 04:05:45,2.88378,15.208,,,,
9/18/2008,4:20:45,2008-09-18 04:20:45,2.88392,15.036,,,,
9/18/2008,4:35:45,2008-09-18 04:35:45,2.88297,14.72,,,,
9/18/2008,4:50:45,2008-09-18 04:50:45,2.88394,14.513,,,,
9/18/2008,5:05:45,2008-09-18 05:05:45,2.8866,14.224,,,,
9/18/2008,5:20:45,2008-09-18 05:20:45,2.88484,13.894,,,,
9/18/2008,5:35:45,2008-09-18 05:35:45,2.88487,13.608,,,,
9/18/2008,5:50:45,2008-09-18 05:50:45,2.88336,13.339,,,,
9/18/2008,6:05:45,2008-09-18 06:05:45,2.88623,13.114,,,,
9/18/2008,6:20:45,2008-09-18 06:20:45,2.88781,12.924,,,,
9/18/2008,6:35:45,2008-09-18 06:35:45,2.89075,12.71,,,,
9/18/2008,6:50:45,2008-09-18 06:50:45,2.89297,12.414,,,,
9/18/2008,7:05:45,2008-09-18 07:05:45,2.89304,12.107,,,,
9/18/2008,7:20:45,2008-09-18 07:20:45,2.89656,11.862,,,,
9/18/2008,7:35:45,2008-09-18 07:35:45,2.90078,11.552,,,,
9/18/2008,7:50:45,2008-09-18 07:50:45,2.90551,11.403,,,,
9/18/2008,8:05:45,2008-09-18 08:05:45,2.90916,11.628,,,,
9/18/2008,8:20:45,2008-09-18 08:20:45,2.91067,12.273,,,,
9/18/2008,8:35:45,2008-09-18 08:35:45,2.91561,13.508,,,,
9/18/2008,8:50:45,2008-09-18 08:50:45,2.91898,14.681,,,,
9/18/2008,9:05:45,2008-09-18 09:05:45,2.92524,15.946,,,,
9/18/2008,9:20:45,2008-09-18 09:20:45,2.92586,17.259,,,,
9/18/2008,9:35:45,2008-09-18 09:35:45,2.92823,18.412,,,,
9/18/2008,9:50:45,2008-09-18 09:50:45,2.93137,19.496,,,,
9/18/2008,10:05:45,2008-09-18 10:05:45,2.92954,20.705,,,,
9/18/2008,10:20:45,2008-09-18 10:20:45,2.93152,22.69,,,,
9/18/2008,10:35:45,2008-09-18 10:35:45,2.93531,24.485,,,,
9/18/2008,10:50:45,2008-09-18 10:50:45,2.93877,25.882,,,,
9/18/2008,11:05:45,2008-09-18 11:05:45,2.93721,26.992,,,,
9/18/2008,11:20:45,2008-09-18 11:20:45,2.94022,27.814,,,,
9/18/2008,11:35:45,2008-09-18 11:35:45,2.93955,28.628,,,,
9/18/2008,11:50:45,2008-09-18 11:50:45,2.93483,29.423,,,,
9/18/2008,12:05:45,2008-09-18 12:05:45,2.93387,30.157,,,,
9/18/2008,12:20:45,2008-09-18 12:20:45,2.92934,30.931,,,,
9/18/2008,12:35:45,2008-09-18 12:35:45,2.92385,31.765,,,,
9/18/2008,12:50:45,2008-09-18 12:50:45,2.92123,32.422,,,,
9/18/2008,13:05:45,2008-09-18 13:05:45,2.91683,32.842,,,,
9/18/2008,13:20:45,2008-09-18 13:20:45,2.91289,32.705,,,,
9/18/2008,13:35:45,2008-09-18 13:35:45,2.91129,32.78,,,,
9/18/2008,13:50:45,2008-09-18 13:50:45,2.90698,32.502,,,,
9/18/2008,14:05:45,2008-09-18 14:05:45,2.9011,32.433,,,,
9/18/2008,14:20:45,2008-09-18 14:20:45,2.89536,32.979,,,,
9/18/2008,14:35:45,2008-09-18 14:35:45,2.89177,33.224,,,,
9/18/2008,14:50:45,2008-09-18 14:50:45,2.88654,32.955,,,,
9/18/2008,15:05:45,2008-09-18 15:05:45,2.88359,32.215,,,,
9/18/2008,15:20:45,2008-09-18 15:20:45,2.88086,31.529,,,,
9/18/2008,15:35:45,2008-09-18 15:35:45,2.877,31.094,,,,
9/18/2008,15:50:45,2008-09-18 15:50:45,2.8713,30.872,,,,
9/18/2008,16:05:45,2008-09-18 16:05:45,2.87306,29.914,,,,
9/18/2008,16:20:45,2008-09-18 16:20:45,2.87106,28.635,,,,
9/18/2008,16:35:45,2008-09-18 16:35:45,2.87491,27.936,,,,
9/18/2008,16:50:45,2008-09-18 16:50:45,2.88331,27.459,,,,
9/18/2008,17:05:45,2008-09-18 17:05:45,2.89128,26.627,,,,
9/18/2008,17:20:45,2008-09-18 17:20:45,2.88999,25.638,,,,
9/18/2008,17:35:45,2008-09-18 17:35:45,2.87788,24.803,,,,
9/18/2008,17:50:45,2008-09-18 17:50:45,2.86974,24.811,,,,
9/18/2008,18:05:45,2008-09-18 18:05:45,2.86831,25.038,,,,
9/18/2008,18:20:45,2008-09-18 18:20:45,2.87123,25.261,,,,
9/18/2008,18:35:45,2008-09-18 18:35:45,2.86933,25.217,,,,
9/18/2008,18:50:45,2008-09-18 18:50:45,2.86705,24.886,,,,
9/18/2008,19:05:45,2008-09-18 19:05:45,2.86539,24.722,,,,
9/18/2008,19:20:45,2008-09-18 19:20:45,2.86565,24.305,,,,
9/18/2008,19:35:45,2008-09-18 19:35:45,2.86485,23.755,,,,
9/18/2008,19:50:45,2008-09-18 19:50:45,2.86215,23.083,,,,
9/18/2008,20:05:45,2008-09-18 20:05:45,2.86278,22.405,,,,
9/18/2008,20:20:45,2008-09-18 20:20:45,2.86342,21.902,,,,
9/18/2008,20:35:45,2008-09-18 20:35:45,2.86666,21.428,,,,
9/18/2008,20:50:45,2008-09-18 20:50:45,2.8696,21.121,,,,
9/18/2008,21:05:45,2008-09-18 21:05:45,2.87157,20.777,,,,
9/18/2008,21:20:45,2008-09-18 21:20:45,2.87517,20.508,,,,
9/18/2008,21:35:45,2008-09-18 21:35:45,2.87866,20.278,,,,
9/18/2008,21:50:45,2008-09-18 21:50:45,2.88246,20.052,,,,
9/18/2008,22:05:45,2008-09-18 22:05:45,2.88348,19.934,,,,
9/18/2008,22:20:45,2008-09-18 22:20:45,2.88556,19.788,,,,
9/18/2008,22:35:45,2008-09-18 22:35:45,2.88602,19.656,,,,
9/18/2008,22:50:45,2008-09-18 22:50:45,2.88697,19.557,,,,
9/18/2008,23:05:45,2008-09-18 23:05:45,2.88686,19.385,,,,
9/18/2008,23:20:45,2008-09-18 23:20:45,2.88639,19.173,,,,
9/18/2008,23:35:45,2008-09-18 23:35:45,2.88707,18.985,,,,
9/18/2008,23:50:45,2008-09-18 23:50:45,2.88749,18.844,,,,
9/19/2008,0:05:45,2008-09-19 00:05:45,2.88772,18.676,,,,
9/19/2008,0:20:45,2008-09-19 00:20:45,2.88621,18.436,,,,
9/19/2008,0:35:45,2008-09-19 00:35:45,2.88677,18.244,,,,
9/19/2008,0:50:45,2008-09-19 00:50:45,2.88804,18.139,,,,
9/19/2008,1:05:45,2008-09-19 01:05:45,2.88302,18.004,,,,
9/19/2008,1:20:45,2008-09-19 01:20:45,2.87873,17.878,,,,
9/19/2008,1:35:45,2008-09-19 01:35:45,2.8801,17.826,,,,
9/19/2008,1:50:45,2008-09-19 01:50:45,2.87924,17.786,,,,
9/19/2008,2:05:45,2008-09-19 02:05:45,2.87458,17.737,,,,
9/19/2008,2:20:45,2008-09-19 02:20:45,2.87778,17.643,,,,
9/19/2008,2:35:45,2008-09-19 02:35:45,2.87669,17.631,,,,
9/19/2008,2:50:45,2008-09-19 02:50:45,2.87746,17.662,,,,
9/19/2008,3:05:45,2008-09-19 03:05:45,2.88091,17.663,,,,
9/19/2008,3:20:45,2008-09-19 03:20:45,2.87945,17.606,,,,
9/19/2008,3:35:45,2008-09-19 03:35:45,2.87679,17.522,,,,
9/19/2008,3:50:45,2008-09-19 03:50:45,2.87562,17.383,,,,
9/19/2008,4:05:45,2008-09-19 04:05:45,2.87329,17.151,,,,
9/19/2008,4:20:45,2008-09-19 04:20:45,2.87076,16.912,,,,
9/19/2008,4:35:45,2008-09-19 04:35:45,2.87041,16.586,,,,
9/19/2008,4:50:45,2008-09-19 04:50:45,2.86884,16.355,,,,
9/19/2008,5:05:45,2008-09-19 05:05:45,2.87037,16.157,,,,
9/19/2008,5:20:45,2008-09-19 05:20:45,2.8703,15.94,,,,
9/19/2008,5:35:45,2008-09-19 05:35:45,2.87315,15.749,,,,
9/19/2008,5:50:45,2008-09-19 05:50:45,2.87259,15.567,,,,
9/19/2008,6:05:45,2008-09-19 06:05:45,2.87324,15.329,,,,
9/19/2008,6:20:45,2008-09-19 06:20:45,2.87422,15.123,,,,
9/19/2008,6:35:45,2008-09-19 06:35:45,2.87385,14.885,,,,
9/19/2008,6:50:45,2008-09-19 06:50:45,2.87725,14.64,,,,
9/19/2008,7:05:45,2008-09-19 07:05:45,2.88183,14.538,,,,
9/19/2008,7:20:45,2008-09-19 07:20:45,2.88663,14.443,,,,
9/19/2008,7:35:45,2008-09-19 07:35:45,2.88767,14.281,,,,
9/19/2008,7:50:45,2008-09-19 07:50:45,2.88945,14.122,,,,
9/19/2008,8:05:45,2008-09-19 08:05:45,2.89091,14.034,,,,
9/19/2008,8:20:45,2008-09-19 08:20:45,2.89207,14.374,,,,
9/19/2008,8:35:45,2008-09-19 08:35:45,2.89129,15.277,,,,
9/19/2008,8:50:45,2008-09-19 08:50:45,2.89568,16.949,,,,
9/19/2008,9:05:45,2008-09-19 09:05:45,2.89858,18.425,,,,
9/19/2008,9:20:45,2008-09-19 09:20:45,2.89943,19.527,,,,
9/19/2008,9:35:45,2008-09-19 09:35:45,2.90233,20.856,,,,
9/19/2008,9:50:45,2008-09-19 09:50:45,2.90712,22.296,,,,
9/19/2008,10:05:45,2008-09-19 10:05:45,2.90803,23.72,,,,
9/19/2008,10:20:45,2008-09-19 10:20:45,2.90527,25.04,,,,
9/19/2008,10:35:45,2008-09-19 10:35:45,2.9091,26.688,,,,
9/19/2008,10:50:45,2008-09-19 10:50:45,2.91125,28.135,,,,
9/19/2008,11:05:45,2008-09-19 11:05:45,2.91169,29.177,,,,
9/19/2008,11:20:45,2008-09-19 11:20:45,2.90914,29.899,,,,
9/19/2008,11:35:45,2008-09-19 11:35:45,2.90516,30.503,,,,
9/19/2008,11:50:45,2008-09-19 11:50:45,2.89855,31.06,,,,
9/19/2008,12:05:45,2008-09-19 12:05:45,2.8949,31.406,,,,
9/19/2008,12:20:45,2008-09-19 12:20:45,2.88996,31.855,,,,
9/19/2008,12:35:45,2008-09-19 12:35:45,2.88199,32.421,,,,
9/19/2008,12:50:45,2008-09-19 12:50:45,2.87943,32.986,,,,
9/19/2008,13:05:45,2008-09-19 13:05:45,2.87447,32.92,,,,
9/19/2008,13:20:45,2008-09-19 13:20:45,2.86469,33.234,,,,
9/19/2008,13:35:45,2008-09-19 13:35:45,2.85999,33.885,,,,
9/19/2008,13:50:45,2008-09-19 13:50:45,2.85603,34.486,,,,
9/19/2008,14:05:45,2008-09-19 14:05:45,2.84339,34.404,,,,
9/19/2008,14:20:45,2008-09-19 14:20:45,2.83966,34.606,,,,
9/19/2008,14:35:45,2008-09-19 14:35:45,2.83273,35.034,,,,
9/19/2008,14:50:45,2008-09-19 14:50:45,2.82537,35.371,,,,
9/19/2008,15:05:45,2008-09-19 15:05:45,2.8168,35.476,,,,
9/19/2008,15:20:45,2008-09-19 15:20:45,2.81691,35.618,,,,
9/19/2008,15:35:45,2008-09-19 15:35:45,2.80818,36.013,,,,
9/19/2008,15:50:45,2008-09-19 15:50:45,2.80355,35.882,,,,
9/19/2008,16:05:45,2008-09-19 16:05:45,2.808,35.344,,,,
9/19/2008,16:20:45,2008-09-19 16:20:45,2.8076,33.458,,,,
9/19/2008,16:35:45,2008-09-19 16:35:45,2.80684,31.642,,,,
9/19/2008,16:50:45,2008-09-19 16:50:45,2.80133,30.722,,,,
9/19/2008,17:05:45,2008-09-19 17:05:45,2.79663,30.653,,,,
9/19/2008,17:20:45,2008-09-19 17:20:45,2.79878,30.278,,,,
9/19/2008,17:35:45,2008-09-19 17:35:45,2.79723,30.061,,,,
9/19/2008,17:50:45,2008-09-19 17:50:45,2.79672,30.087,,,,
9/19/2008,18:05:45,2008-09-19 18:05:45,2.79304,29.471,,,,
9/19/2008,18:20:45,2008-09-19 18:20:45,2.79148,28.734,,,,
9/19/2008,18:35:45,2008-09-19 18:35:45,2.78912,28.193,,,,
9/19/2008,18:50:45,2008-09-19 18:50:45,2.78699,28.075,,,,
9/19/2008,19:05:45,2008-09-19 19:05:45,2.78678,27.929,,,,
9/19/2008,19:20:45,2008-09-19 19:20:45,2.786,27.638,,,,
9/19/2008,19:35:45,2008-09-19 19:35:45,2.78657,27.192,,,,
9/19/2008,19:50:45,2008-09-19 19:50:45,2.78961,26.454,,,,
9/19/2008,20:05:45,2008-09-19 20:05:45,2.78688,25.512,,,,
9/19/2008,20:20:45,2008-09-19 20:20:45,2.78664,24.604,,,,
9/19/2008,20:35:45,2008-09-19 20:35:45,2.7876,23.888,,,,
9/19/2008,20:50:45,2008-09-19 20:50:45,2.78956,23.141,,,,
9/19/2008,21:05:45,2008-09-19 21:05:45,2.78884,22.525,,,,
9/19/2008,21:20:45,2008-09-19 21:20:45,2.78695,21.963,,,,
9/19/2008,21:35:45,2008-09-19 21:35:45,2.78606,21.592,,,,
9/19/2008,21:50:45,2008-09-19 21:50:45,2.78715,21.302,,,,
9/19/2008,22:05:45,2008-09-19 22:05:45,2.78764,21.047,,,,
9/19/2008,22:20:45,2008-09-19 22:20:45,2.78942,20.76,,,,
9/19/2008,22:35:45,2008-09-19 22:35:45,2.7846,20.506,,,,
9/19/2008,22:50:45,2008-09-19 22:50:45,2.78595,20.283,,,,
9/19/2008,23:05:45,2008-09-19 23:05:45,2.78509,20.092,,,,
9/19/2008,23:20:45,2008-09-19 23:20:45,2.78356,19.941,,,,
9/19/2008,23:35:45,2008-09-19 23:35:45,2.78294,19.811,,,,
9/19/2008,23:50:45,2008-09-19 23:50:45,2.78495,19.705,,,,
9/20/2008,0:05:45,2008-09-20 00:05:45,2.78498,19.586,,,,
9/20/2008,0:20:45,2008-09-20 00:20:45,2.78896,19.455,,,,
9/20/2008,0:35:45,2008-09-20 00:35:45,2.78907,19.281,,,,
9/20/2008,0:50:45,2008-09-20 00:50:45,2.78965,19.055,,,,
9/20/2008,1:05:45,2008-09-20 01:05:45,2.79126,18.852,,,,
9/20/2008,1:20:45,2008-09-20 01:20:45,2.79362,18.619,,,,
9/20/2008,1:35:45,2008-09-20 01:35:45,2.79088,18.218,,,,
9/20/2008,1:50:45,2008-09-20 01:50:45,2.79079,17.866,,,,
9/20/2008,2:05:45,2008-09-20 02:05:45,2.79031,17.523,,,,
9/20/2008,2:20:45,2008-09-20 02:20:45,2.78723,17.134,,,,
9/20/2008,2:35:45,2008-09-20 02:35:45,2.78549,16.692,,,,
9/20/2008,2:50:45,2008-09-20 02:50:45,2.78467,16.198,,,,
9/20/2008,3:05:45,2008-09-20 03:05:45,2.78183,15.75,,,,
9/20/2008,3:20:45,2008-09-20 03:20:45,2.77836,15.387,,,,
9/20/2008,3:35:45,2008-09-20 03:35:45,2.77787,15.219,,,,
9/20/2008,3:50:45,2008-09-20 03:50:45,2.77565,15.21,,,,
9/20/2008,4:05:45,2008-09-20 04:05:45,2.77428,15.267,,,,
9/20/2008,4:20:45,2008-09-20 04:20:45,2.77048,15.416,,,,
9/20/2008,4:35:45,2008-09-20 04:35:45,2.76937,15.594,,,,
9/20/2008,4:50:45,2008-09-20 04:50:45,2.76892,15.722,,,,
9/20/2008,5:05:45,2008-09-20 05:05:45,2.76476,15.774,,,,
9/20/2008,5:20:45,2008-09-20 05:20:45,2.76244,15.743,,,,
